,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Avesh Khan
            - One Day Internationals - Progressive Averages and Aggregates Summary"
2,1,24/07/2022,West Indies,Queen's Park Oval,10,10,10.00,0/54,0,,,0,,,,25 years 223 days,"Avesh Khan
            - One Day Internationals - Progressive Averages and Aggregates Summary"
3,,22/08/2022,Zimbabwe,Harare Sports Club,-,10,10.00,3/66,3,40.00,,0,,,,25 years 252 days,"Avesh Khan
            - One Day Internationals - Progressive Averages and Aggregates Summary"
4,2,06/10/2022,South Africa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,3,13,6.50,0/51,3,57.00,,0,,,,25 years 297 days,"Avesh Khan
            - One Day Internationals - Progressive Averages and Aggregates Summary"
5,,09/10/2022,South Africa,JSCA International Stadium Complex,-,13,6.50,0/35,3,68.67,,0,,,,25 years 300 days,"Avesh Khan
            - One Day Internationals - Progressive Averages and Aggregates Summary"
6,,11/10/2022,South Africa,Arun Jaitley Stadium,-,13,6.50,0/8,3,71.33,3,3,,,,25 years 302 days,"Avesh Khan
            - One Day Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
2,,23/01/2016,Australia,Sydney Cricket Ground,-,0,,2/40,2,20.00,,0,,,,22 years 48 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
3,,11/06/2016,Zimbabwe,Harare Sports Club,-,0,,4/28,6,11.33,,0,,,,22 years 188 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
4,,13/06/2016,Zimbabwe,Harare Sports Club,-,0,,1/27,7,13.57,1,1,,,,22 years 190 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
5,,15/06/2016,Zimbabwe,Harare Sports Club,-,0,,4/22,11,10.64,1,2,,,,22 years 192 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
6,,16/10/2016,New Zealand,Himachal Pradesh Cricket Association Stadium,-,0,,0/29,11,13.27,,2,,,,22 years 315 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
7,1,20/10/2016,New Zealand,Arun Jaitley Stadium,0,0,0.00,3/35,14,12.93,,2,,,,22 years 319 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
8,,23/10/2016,New Zealand,Punjab Cricket Association IS Bindra Stadium,-,0,0.00,2/52,16,14.56,,2,,,,22 years 322 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
9,,29/10/2016,New Zealand,Dr YS Rajasekhara Reddy Cricket Stadium,-,0,0.00,1/16,17,14.65,,2,,,,22 years 328 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
10,,15/01/2017,England,Maharashtra Cricket Association Stadium,-,0,0.00,2/79,19,17.26,,2,,,,23 years 40 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
11,,19/01/2017,England,Barabati Stadium,-,0,0.00,2/81,21,19.48,,2,,,,23 years 44 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
12,2,22/01/2017,England,Eden Gardens,0*,0,0.00,1/68,22,21.68,2,4,,,,23 years 47 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
13,,04/06/2017,Pakistan,Edgbaston,-,0,0.00,0/23,22,22.73,,4,,,,23 years 180 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
14,,08/06/2017,Sri Lanka,Kennington Oval,-,0,0.00,0/52,22,25.09,,4,,,,23 years 184 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
15,,11/06/2017,South Africa,Kennington Oval,-,0,0.00,2/28,24,24.17,,4,,,,23 years 187 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
16,,15/06/2017,Bangladesh,Edgbaston,-,0,0.00,2/39,26,23.81,1,5,,,,23 years 191 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
17,3,18/06/2017,Pakistan,Kennington Oval,1,1,0.50,0/68,26,26.42,,5,,,,23 years 194 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
18,,20/08/2017,Sri Lanka,Rangiri Dambulla International Stadium,-,1,0.50,2/22,28,25.32,,5,,,,23 years 257 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
19,,24/08/2017,Sri Lanka,Pallekele International Cricket Stadium,-,1,0.50,4/43,32,23.50,,5,,,,23 years 261 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
20,,27/08/2017,Sri Lanka,Pallekele International Cricket Stadium,-,1,0.50,5/27,37,21.05,1,6,,,,23 years 264 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
21,,31/08/2017,Sri Lanka,R Premadasa Stadium,-,1,0.50,2/32,39,20.79,,6,,,,23 years 268 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
22,,03/09/2017,Sri Lanka,R Premadasa Stadium,-,1,0.50,2/45,41,20.88,,6,,,,23 years 271 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
23,,17/09/2017,Australia,MA Chidambaram Stadium,-,1,0.50,1/20,42,20.86,2,8,,,,23 years 285 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
24,4,21/09/2017,Australia,Eden Gardens,10*,11,5.50,0/39,42,21.79,,8,,,,23 years 289 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
25,,24/09/2017,Australia,Holkar Cricket Stadium,-,11,5.50,2/52,44,21.98,1,9,,,,23 years 292 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
26,,01/10/2017,Australia,Vidarbha Cricket Association Stadium,-,11,5.50,2/51,46,22.13,1,10,,,,23 years 299 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
27,,22/10/2017,New Zealand,Wankhede Stadium,-,11,5.50,1/56,47,22.85,,10,,,,23 years 320 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
28,,25/10/2017,New Zealand,Maharashtra Cricket Association Stadium,-,11,5.50,2/38,49,22.69,1,11,,,,23 years 323 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
29,,29/10/2017,New Zealand,Green Park,-,11,5.50,3/47,52,22.29,,11,,,,23 years 327 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
30,5,10/12/2017,Sri Lanka,Himachal Pradesh Cricket Association Stadium,0,11,3.67,1/32,53,22.47,,11,,,,24 years 4 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
31,,13/12/2017,Sri Lanka,Punjab Cricket Association IS Bindra Stadium,-,11,3.67,2/43,55,22.44,,11,,,,24 years 7 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
32,,17/12/2017,Sri Lanka,Dr YS Rajasekhara Reddy Cricket Stadium,-,11,3.67,1/39,56,22.73,,11,,,,24 years 11 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
33,,01/02/2018,South Africa,Kingsmead,-,11,3.67,1/56,57,23.32,,11,,,,24 years 57 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
34,,04/02/2018,South Africa,SuperSport Park,-,11,3.67,1/12,58,23.12,,11,,,,24 years 60 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
35,,07/02/2018,South Africa,Newlands,-,11,3.67,2/32,60,22.88,,11,,,,24 years 63 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
36,,10/02/2018,South Africa,Wanderers Stadium,-,11,3.67,1/21,61,22.85,,11,,,,24 years 66 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
37,,13/02/2018,South Africa,St George's Park,-,11,3.67,1/22,62,22.84,,11,,,,24 years 69 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
38,,16/02/2018,South Africa,SuperSport Park,-,11,3.67,2/24,64,22.50,1,12,,,,24 years 72 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
39,,19/09/2018,Pakistan,Dubai International Cricket Stadium,-,11,3.67,2/23,66,22.17,,12,,,,24 years 287 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
40,,21/09/2018,Bangladesh,Dubai International Cricket Stadium,-,11,3.67,3/37,69,21.74,1,13,,,,24 years 289 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
41,,23/09/2018,Pakistan,Dubai International Cricket Stadium,-,11,3.67,2/29,71,21.54,,13,,,,24 years 291 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
42,,28/09/2018,Bangladesh,Dubai International Cricket Stadium,-,11,3.67,1/39,72,21.78,2,15,,,,24 years 296 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
43,6,27/10/2018,West Indies,Maharashtra Cricket Association Stadium,0,11,2.75,4/35,76,21.09,,15,,,,24 years 325 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
44,,29/10/2018,West Indies,Brabourne Stadium,-,11,2.75,0/25,76,21.42,,15,,,,24 years 327 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
45,,01/11/2018,West Indies,Greenfield International Stadium,-,11,2.75,2/11,78,21.01,,15,,,,24 years 330 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
46,,02/03/2019,Australia,Rajiv Gandhi International Stadium,-,11,2.75,2/60,80,21.24,,15,,,,25 years 86 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
47,7,05/03/2019,Australia,Vidarbha Cricket Association Stadium,0,11,2.20,2/29,82,21.07,,15,,,,25 years 89 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
48,8,08/03/2019,Australia,JSCA International Stadium Complex,0*,11,2.20,0/53,82,21.72,1,16,,,,25 years 92 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
49,9,10/03/2019,Australia,Punjab Cricket Association IS Bindra Stadium,6*,17,3.40,3/63,85,21.69,,16,,,,25 years 94 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
50,10,13/03/2019,Australia,Arun Jaitley Stadium,1*,18,3.60,0/39,85,22.15,,16,,,,25 years 97 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
51,,05/06/2019,South Africa,The Rose Bowl,-,18,3.60,2/35,87,22.05,,16,,,,25 years 181 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
52,,09/06/2019,Australia,Kennington Oval,-,18,3.60,3/61,90,21.99,,16,,,,25 years 185 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
53,,16/06/2019,Pakistan,Old Trafford,-,18,3.60,0/52,90,22.57,,16,,,,25 years 192 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
54,11,22/06/2019,Afghanistan,The Rose Bowl,1*,19,3.80,2/39,92,22.50,1,17,,,,25 years 198 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
55,,27/06/2019,West Indies,Old Trafford,-,19,3.80,2/9,94,22.12,,17,,,,25 years 203 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
56,,30/06/2019,England,Edgbaston,-,19,3.80,1/44,95,22.35,,17,,,,25 years 206 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
57,12,02/07/2019,Bangladesh,Edgbaston,0*,19,3.80,4/55,99,22.00,,17,,,,25 years 208 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
58,,06/07/2019,Sri Lanka,Headingley,-,19,3.80,3/37,102,21.72,,17,,,,25 years 212 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
59,13,09/07/2019,New Zealand,Old Trafford,0*,19,3.80,1/39,103,21.88,,17,,,,25 years 215 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
60,14,14/01/2020,Australia,Wankhede Stadium,0*,19,3.80,0/50,103,22.37,,17,,,,26 years 39 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
61,,17/01/2020,Australia,Saurashtra Cricket Association Stadium,-,19,3.80,1/32,104,22.46,,17,,,,26 years 42 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
62,,19/01/2020,Australia,M Chinnaswamy Stadium,-,19,3.80,0/38,104,22.83,,17,,,,26 years 44 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
63,,05/02/2020,New Zealand,Seddon Park,-,19,3.80,0/53,104,23.34,,17,,,,26 years 61 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
64,15,08/02/2020,New Zealand,Eden Park,0*,19,3.80,0/64,104,23.95,,17,,,,26 years 64 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
65,,11/02/2020,New Zealand,Bay Oval,-,19,3.80,0/50,104,24.43,,17,,,,26 years 67 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
66,16,27/11/2020,Australia,Sydney Cricket Ground,0*,19,3.80,1/73,105,24.90,,17,,,,26 years 357 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
67,17,29/11/2020,Australia,Sydney Cricket Ground,0,19,3.17,1/79,106,25.41,,17,,,,26 years 359 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
68,,02/12/2020,Australia,Manuka Oval,-,19,3.17,2/43,108,25.33,,17,,,,26 years 362 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
69,18,19/01/2022,South Africa,Boland Park,14*,33,5.50,2/48,110,25.31,,17,,,,28 years 44 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
70,,21/01/2022,South Africa,Boland Park,-,33,5.50,1/37,111,25.41,,17,,,,28 years 46 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
71,19,23/01/2022,South Africa,Newlands,12,45,6.43,2/52,113,25.42,,17,,,,28 years 48 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
72,,12/07/2022,England,Kennington Oval,-,45,6.43,6/19,119,24.30,,17,,,,28 years 218 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
73,20,14/07/2022,England,Lord's,2*,47,6.71,2/49,121,24.31,,17,,,,28 years 220 days,"Jasprit Bumrah
            - One Day Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Yuzvendra Chahal
            - One Day Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Yuzvendra Chahal
            - One Day Internationals - Progressive Averages and Aggregates Summary"
2,,11/06/2016,Zimbabwe,Harare Sports Club,-,0,,1/27,1,27.00,,0,,,,25 years 324 days,"Yuzvendra Chahal
            - One Day Internationals - Progressive Averages and Aggregates Summary"
